Instcode;Unieknr;Volgnrar;Aadnstvb;Ingdatdv;Eindatdv;HOOPgeb;Functcat;WelGeenHGL;Salschal;Taakomv;Aanst_22;Peildat
AAA;649489;1;V;20130101;99990101;NATU;21320;0;10;10000;V;20171231
AAA;649489;1;V;19000101;99990101;NATU;21320;0;10;10000;V;20181231
AAA;65;1;V;20040101;99990101;ECON;10520;1;16;10000;V;20191231
AAA;65;1;V;19000101;99990101;DIV;100210;0;9;10000;V;20201231
AAA;650;1;V;20040101;99990101;G&M;10520;1;16;10000;V;20191231
AAA;650;1;V;19000101;99990101;G&M;10610;0;14;10000;V;20201231
AAA;650163;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;650272;1;T;19000101;99990101;G&M;21030;0;8;10000;K;20181231
AAA;650512;1;V;19000101;99990101;DIV;60230;0;10;9000;V;20181231
AAA;65061;1;V;20100101;99990101;ECON;10840;0;10;10000;V;20171231
AAA;65061;1;V;19000101;99990101;ECON;10840;0;10;10000;V;20181231
AAA;650623;1;V;20140101;99990101;G&M;30730;0;8;10000;V;20171231
AAA;650623;1;V;19000101;99990101;G&M;30730;0;8;10000;V;20181231
AAA;650693;1;T;20170101;99990101;ECON;990500;0;99;2500;K;20171231
AAA;650693;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;651;1;V;20040101;99990101;G&M;71040;0;11;10000;V;20191231
AAA;651;1;T;19000101;99990101;G&M;21050;0;99;10000;K;20201231
AAA;651050;1;T;20170101;99990101;G&M;10940;0;10;500;K;20171231
AAA;651050;1;T;19000101;99990101;G&M;10940;0;10;8000;K;20181231
AAA;651070;1;V;19990101;99990101;RECH;10920;0;11;9000;V;20171231
AAA;651070;1;V;19000101;99990101;RECH;10920;0;11;9000;V;20181231
AAA;651174;1;V;20060101;99990101;ECON;10920;0;12;1000;V;20171231
AAA;651223;1;T;20160101;99990101;G&M;10820;0;12;10000;K;20171231
AAA;651724;1;T;20170101;99990101;ECON;30140;0;6;8000;K;20171231
AAA;651724;1;V;19000101;99990101;ECON;30140;0;7;8000;V;20181231
AAA;651797;1;T;20170101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;651797;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;651896;1;V;20000101;99990101;T&C;10920;0;12;3000;V;20171231
AAA;651896;1;V;19000101;99990101;T&C;10920;0;12;3000;V;20181231
AAA;652;1;V;20040101;99990101;G&M;70330;0;11;10000;V;20191231
AAA;652;2;T;19000101;99990101;DIV;70810;0;12;4500;K;20201231
AAA;652;1;V;19000101;99990101;DIV;70320;0;12;4500;V;20201231
AAA;652106;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;652113;1;V;20120101;99990101;DIV;60820;0;8;10000;V;20171231
AAA;652113;1;V;19000101;99990101;DIV;60820;0;9;10000;V;20181231
AAA;652481;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;652481;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;652618;1;T;20150101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;652618;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;652882;1;T;20170101;99990101;G&M;10840;0;10;8000;K;20171231
AAA;652882;1;T;19000101;99990101;G&M;10720;0;11;10000;T;20181231
AAA;653;1;V;20040101;99990101;ECON;70350;0;9;10000;V;20191231
AAA;653;1;V;19000101;99990101;G&M;10620;0;13;1000;V;20201231
AAA;653043;1;T;20170101;99990101;G&M;10830;0;11;9000;K;20171231
AAA;653165;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;65324;1;V;20170101;99990101;ECON;100220;0;8;5000;V;20171231
AAA;65324;1;V;19000101;99990101;ECON;100220;0;8;5000;V;20181231
AAA;653482;1;V;20160101;99990101;G&M;10940;0;10;6000;V;20171231
AAA;653482;1;V;19000101;99990101;G&M;10940;0;10;6000;V;20181231
AAA;653668;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;654;1;T;20040101;99990101;ECON;21040;0;7;10000;K;20191231
AAA;654;1;T;19000101;99990101;ECON;10520;0;16;1000;L;20201231
AAA;654268;1;V;20050101;99990101;NATU;10720;0;12;9000;V;20171231
AAA;654268;1;V;19000101;99990101;NATU;10720;0;12;7000;V;20181231
AAA;654680;1;T;19000101;99990101;G&M;11010;0;10;10000;K;20181231
AAA;65476;1;T;19000101;99990101;RECH;10940;0;10;8000;L;20181231
AAA;654767;1;T;20170101;99990101;G&M;21030;0;8;10000;K;20171231
AAA;654767;1;T;19000101;99990101;G&M;21030;0;8;10000;K;20181231
AAA;654851;1;T;19000101;99990101;ECON;90230;0;7;7000;K;20181231
AAA;655;1;T;20040101;99990101;ECON;11010;0;10;10000;K;20191231
AAA;655;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;655030;1;V;20130101;99990101;G&M;10710;0;13;10000;V;20171231
AAA;655030;1;V;19000101;99990101;G&M;10710;0;13;10000;V;20181231
AAA;655283;1;V;20050101;99990101;G&M;10520;1;16;2000;V;20171231
AAA;655283;1;V;19000101;99990101;G&M;10520;1;16;2000;V;20181231
AAA;655424;1;V;20020101;99990101;ECON;21020;0;9;9000;V;20171231
AAA;655424;1;V;19000101;99990101;ECON;21020;0;9;9000;V;20181231
AAA;655793;1;V;20160101;99990101;ECON;10930;0;11;1500;V;20171231
AAA;656;1;T;20040101;99990101;ECON;11010;0;10;10000;K;20191231
AAA;656;1;V;19000101;99990101;NATU;10710;0;12;10000;V;20201231
AAA;656013;1;V;20010101;99990101;DIV;20110;0;7;8000;V;20171231
AAA;656013;1;V;19000101;99990101;DIV;20110;0;7;8000;V;20181231
AAA;656020;1;T;19000101;99990101;G&M;10940;0;10;8000;K;20181231
AAA;656039;1;V;20120101;99990101;DIV;70620;0;16;10000;V;20171231
AAA;656039;1;V;19000101;99990101;NATU;70620;0;16;10000;V;20181231
AAA;656161;1;V;19990101;99990101;G&M;21410;0;9;8500;V;20171231
AAA;656161;1;V;19000101;99990101;G&M;21410;0;9;8500;V;20181231
AAA;65626;1;V;20160101;99990101;ECON;10940;0;10;4980;V;20171231
AAA;65626;1;V;19000101;99990101;ECON;10940;0;10;4000;V;20181231
AAA;656520;1;T;19000101;99990101;RECH;10720;0;11;10000;L;20181231
AAA;656543;1;V;20090101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;656543;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20181231
AAA;656858;1;V;20040101;99990101;DIV;60820;0;9;8000;V;20171231
AAA;656858;1;V;19000101;99990101;DIV;60820;0;9;8000;V;20181231
AAA;656944;1;V;20130101;99990101;ECON;30220;0;5;4000;V;20171231
AAA;656944;1;V;19000101;99990101;ECON;20908;0;5;7000;V;20181231
AAA;657;1;V;20040101;99990101;RECH;10930;0;11;10000;V;20191231
AAA;657;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;657001;1;V;20120101;99990101;ECON;10620;0;13;2000;V;20171231
AAA;657039;1;V;19000101;99990101;NATU;10920;0;12;4000;V;20181231
AAA;65713;1;V;20060101;99990101;G&M;30830;0;6;8000;V;20171231
AAA;65713;1;V;19000101;99990101;G&M;30830;0;6;8000;V;20181231
AAA;657133;1;T;20150101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;657190;1;V;20170101;99990101;DIV;21920;0;10;3000;V;20171231
AAA;657190;1;V;19000101;99990101;DIV;21920;0;10;3000;V;20181231
AAA;657356;1;T;20150101;99990101;G&M;10830;0;11;10000;K;20171231
AAA;657356;1;T;19000101;99990101;G&M;10720;0;11;10000;L;20181231
AAA;657707;1;T;19000101;99990101;NATU;21040;0;7;10000;K;20181231
AAA;657762;1;V;19990101;99990101;G&M;10910;0;14;10000;V;20171231
AAA;657762;1;V;19000101;99990101;G&M;10910;0;14;10000;V;20181231
AAA;657773;1;V;20160101;99990101;ECON;30830;0;6;2000;V;20171231
AAA;657773;1;V;19000101;99990101;ECON;30830;0;6;2000;V;20181231
AAA;657861;1;V;20170101;99990101;RECH;10720;0;10;9000;V;20171231
AAA;657861;1;V;19000101;99990101;RECH;10720;0;10;9000;V;20181231
AAA;657963;1;T;19000101;99990101;DIV;21030;0;8;8000;K;20181231
AAA;658;1;T;20040101;99990101;NATU;11010;0;10;10000;K;20191231
AAA;658;1;T;19000101;99990101;NATU;11010;0;10;5000;K;20201231
AAA;658311;1;V;20160101;99990101;G&M;10710;0;12;8000;V;20171231
AAA;658311;1;V;19000101;99990101;G&M;10710;0;12;8000;V;20181231
AAA;658336;1;V;20150101;99990101;DIV;51320;0;4;6000;V;20171231
AAA;659;1;T;20040101;99990101;NATU;11010;0;10;10000;K;20191231
AAA;659;1;T;19000101;99990101;ECON;10720;0;11;10000;L;20201231
AAA;659029;1;V;20150101;99990101;NATU;10940;0;10;6000;V;20171231
AAA;659029;1;V;19000101;99990101;NATU;10940;0;10;6000;V;20181231
AAA;659302;1;V;20070101;99990101;G&M;10920;0;12;2500;V;20171231
AAA;659302;1;V;19000101;99990101;G&M;10920;0;12;2500;V;20181231
AAA;659861;1;V;20150101;99990101;G&M;21020;0;9;9000;V;20171231
AAA;659910;1;T;20150101;99990101;G&M;10840;0;10;5000;K;20171231
AAA;66;1;V;20040101;99990101;NATU;10520;1;16;10000;V;20191231
AAA;66;1;V;19000101;99990101;RECH;90330;0;10;8000;V;20201231
AAA;660;1;V;20040101;99990101;G&M;10940;0;10;3500;V;20191231
AAA;660;1;V;19000101;99990101;G&M;30820;0;7;7000;V;20201231
AAA;660008;1;V;20160101;99990101;G&M;10840;0;10;10000;V;20171231
AAA;660008;1;V;19000101;99990101;G&M;10830;0;11;10000;V;20181231
AAA;660116;1;V;20120101;99990101;ECON;21010;0;10;7000;V;20171231
AAA;660116;1;V;19000101;99990101;ECON;21010;0;10;6000;V;20181231
AAA;660453;1;V;19990101;99990101;G&M;70410;0;13;10000;V;20171231
AAA;660453;1;V;19000101;99990101;G&M;70410;0;13;10000;V;20181231
AAA;660609;1;V;20150101;99990101;NATU;100230;0;8;10000;V;20171231
AAA;660609;1;V;19000101;99990101;NATU;100230;0;8;10000;V;20181231
AAA;660628;1;T;19000101;99990101;NATU;10940;0;10;5000;K;20181231
AAA;660749;1;V;20170101;99990101;DIV;60820;0;9;10000;V;20171231
AAA;660749;1;V;19000101;99990101;DIV;60820;0;9;10000;V;20181231
AAA;660919;1;V;19990101;99990101;G&M;10910;0;13;10000;V;20171231
AAA;660919;1;V;19000101;99990101;G&M;10910;0;13;10000;V;20181231
AAA;661;1;V;20040101;99990101;ECON;10510;1;18;10000;V;20191231
AAA;661;1;V;19000101;99990101;G&M;30830;0;6;7500;V;20201231
AAA;661182;1;T;20170101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;661233;2;V;20130101;99990101;DIV;70810;0;12;8000;V;20171231
AAA;661233;1;V;20130101;99990101;DIV;70820;0;12;2000;V;20171231
AAA;661233;1;V;19000101;99990101;DIV;70820;0;11;2000;V;20181231
AAA;661233;1;V;19000101;99990101;DIV;70810;0;11;8000;V;20181231
AAA;661309;1;T;20170101;99990101;NATU;990500;0;99;1000;K;20171231
AAA;661395;1;V;20150101;99990101;RECH;100910;0;10;8000;V;20171231
AAA;661395;1;V;19000101;99990101;RECH;100910;0;10;6000;V;20181231
AAA;661665;1;T;20170101;99990101;ECON;21040;0;7;10000;K;20171231
AAA;661665;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;662;1;V;20040101;99990101;G&M;21020;0;9;6000;V;20191231
AAA;662;1;V;19000101;99990101;DIV;71110;0;10;10000;V;20201231
AAA;662008;1;T;20140101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;662008;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;662532;1;V;20120101;99990101;DIV;30820;0;8;8000;V;20171231
AAA;662532;1;V;19000101;99990101;DIV;30820;0;8;8000;V;20181231
AAA;66254;1;T;20160101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;66254;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;662723;1;T;19000101;99990101;G&M;10720;0;11;10000;L;20181231
AAA;662911;1;V;20100101;99990101;RECH;10510;1;18;7000;V;20171231
AAA;662911;1;V;19000101;99990101;RECH;10510;1;18;7000;V;20181231
AAA;662973;1;V;20130101;99990101;G&M;10940;0;10;10000;V;20171231
AAA;662973;1;V;19000101;99990101;G&M;10940;0;10;10000;V;20181231
AAA;663;1;T;20040101;99990101;G&M;11010;0;10;10000;K;20191231
AAA;663;1;V;19000101;99990101;G&M;10510;0;18;10000;V;20201231
AAA;663024;1;T;20160101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;663024;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;663163;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;663163;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;663360;1;V;20030101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;663360;1;V;19000101;99990101;G&M;10620;0;13;10000;V;20181231
AAA;663423;1;T;19000101;99990101;NATU;21020;0;9;10000;K;20181231
AAA;663605;1;V;20100101;99990101;G&M;10720;0;11;8000;V;20171231
AAA;663605;1;V;19000101;99990101;G&M;10720;0;11;8000;V;20181231
AAA;663639;1;V;20060101;99990101;G&M;71120;0;9;10000;V;20171231
AAA;663639;1;V;19000101;99990101;G&M;71120;0;9;10000;V;20181231
AAA;663670;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;663670;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;663764;1;T;20150101;99990101;ECON;10840;0;10;4000;K;20171231
AAA;664;1;V;20040101;99990101;DIV;30820;0;8;8000;V;20191231
AAA;664;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;664161;1;T;20140101;99990101;G&M;10940;0;11;10000;K;20171231
AAA;664161;1;T;19000101;99990101;G&M;10940;0;11;10000;K;20181231
AAA;664164;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;664236;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;664236;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;664250;1;T;20150101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;664250;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;664796;1;T;20160101;99990101;T&C;11010;0;10;10000;K;20171231
AAA;664796;1;T;19000101;99990101;T&C;11010;0;10;10000;L;20181231
AAA;664806;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;664806;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;664921;1;V;20040101;99990101;DIV;70120;0;13;10000;V;20171231
AAA;664921;1;V;19000101;99990101;DIV;70120;0;13;10000;V;20181231
AAA;665;1;V;20040101;99990101;DIV;50120;0;8;10000;V;20191231
AAA;665;1;V;19000101;99990101;DIV;80710;0;8;2500;V;20201231
AAA;665;2;T;19000101;99990101;DIV;70930;0;8;2500;K;20201231
AAA;665129;1;V;20040101;99990101;NATU;21020;0;9;8000;V;20171231
AAA;665129;1;V;19000101;99990101;NATU;21020;0;9;8000;V;20181231
AAA;665369;1;V;20120101;99990101;DIV;60830;0;8;8000;V;20171231
AAA;665369;1;V;19000101;99990101;DIV;60830;0;8;8000;V;20181231
AAA;66565;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;66565;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;665707;1;V;19990101;99990101;NATU;100210;0;9;7000;V;20171231
AAA;665707;1;V;19000101;99990101;NATU;100210;0;9;7000;V;20181231
AAA;666;1;V;20040101;99990101;NATU;10710;0;12;10000;V;20191231
AAA;666;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;66644;1;V;20140101;99990101;DIV;60830;0;8;10000;V;20171231
AAA;66644;1;V;19000101;99990101;DIV;60820;0;9;10000;V;20181231
AAA;666470;1;V;20010101;99990101;ECON;10820;0;12;10000;V;20171231
AAA;666470;1;V;19000101;99990101;ECON;10820;0;12;10000;V;20181231
AAA;66661;1;V;20010101;99990101;G&M;100230;0;7;6000;V;20171231
AAA;66665;1;T;20150101;99990101;ECON;10940;0;10;10000;K;20171231
AAA;667;1;V;20040101;99990101;NATU;10610;0;14;10000;V;20191231
AAA;667;1;V;19000101;99990101;NATU;10830;0;11;10000;V;20201231
AAA;667316;1;V;20020101;99990101;G&M;10710;0;12;8000;V;20171231
AAA;667316;1;V;19000101;99990101;T&C;10710;0;12;8000;V;20181231
AAA;66754;1;V;20120101;99990101;ECON;30130;0;8;10000;V;20171231
AAA;66754;1;V;19000101;99990101;ECON;30130;0;8;10000;V;20181231
AAA;667789;1;V;19000101;99990101;DIV;100230;0;7;8000;V;20181231
AAA;668;1;V;20040101;99990101;ECON;10520;1;16;10000;V;20191231
AAA;668;1;V;19000101;99990101;DIV;60110;0;12;10000;V;20201231
AAA;668058;1;T;20160101;99990101;NATU;10840;0;10;10000;K;20171231
AAA;668059;1;V;20060101;99990101;DIV;80220;0;9;5500;V;20171231
AAA;668059;1;V;19000101;99990101;DIV;80220;0;9;5500;V;20181231
AAA;668152;1;V;19990101;99990101;ECON;10610;0;14;10000;V;20171231
AAA;668789;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;668789;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;669;1;T;20040101;99990101;NATU;10720;0;11;10000;K;20191231
AAA;669;1;V;19000101;99990101;NATU;10620;0;13;10000;V;20201231
AAA;669356;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;669523;1;V;20010101;99990101;G&M;21050;0;6;10000;V;20171231
AAA;669523;1;V;19000101;99990101;G&M;21050;0;6;10000;V;20181231
AAA;669653;1;V;20030101;99990101;DIV;100620;0;10;10000;V;20171231
AAA;669653;1;V;19000101;99990101;DIV;100620;0;10;10000;V;20181231
AAA;669739;1;V;20080101;99990101;ECON;30130;0;7;8000;V;20171231
AAA;669739;1;V;19000101;99990101;ECON;30130;0;7;8000;V;20181231
AAA;669752;1;V;20060101;99990101;DIV;80605;0;13;5000;V;20171231
AAA;669752;1;V;19000101;99990101;DIV;80605;0;13;5000;V;20181231
AAA;67;1;T;20040101;99990101;NATU;10840;0;10;10000;K;20191231
AAA;67;1;V;19000101;99990101;NATU;90220;0;9;10000;V;20201231
AAA;670;1;V;20040101;99990101;DIV;80410;0;11;9000;V;20191231
AAA;670;1;V;19000101;99990101;DIV;30820;0;8;8000;V;20201231
AAA;670040;1;V;20170101;99990101;T&C;10940;0;10;3000;V;20171231
AAA;670040;1;V;19000101;99990101;T&C;10940;0;11;3000;V;20181231
AAA;670204;1;V;19990101;99990101;RECH;100910;0;10;8000;V;20171231
AAA;670204;1;V;19000101;99990101;RECH;100910;0;10;8000;V;20181231
AAA;67040;1;T;20160101;99990101;DIV;10830;0;11;10000;K;20171231
AAA;67040;1;V;19000101;99990101;NATU;10720;0;11;10000;V;20181231
AAA;671;1;V;20170101;99990101;G&M;100120;0;9;8000;V;20191231
AAA;671;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;671376;1;T;20140101;99990101;ECON;10840;0;10;10000;K;20171231
AAA;672;1;T;20040101;99990101;G&M;10930;0;10;6000;K;20191231
AAA;672;1;T;19000101;99990101;DIV;30120;0;9;10000;K;20201231
AAA;672338;1;V;20060101;99990101;ECON;10820;0;12;10000;V;20171231
AAA;672338;1;T;19000101;99990101;ECON;10820;0;12;6000;K;20181231
AAA;672884;1;V;20080101;99990101;ECON;30830;0;6;6000;V;20171231
AAA;672915;1;V;19000101;99990101;DIV;60810;0;10;6000;V;20181231
AAA;672915;1;V;19000101;99990101;ECON;20630;0;10;4000;V;20181231
AAA;673;1;V;20040101;99990101;G&M;10610;0;14;10000;V;20191231
AAA;673;1;T;19000101;99990101;RECH;10840;0;10;8000;K;20201231
AAA;673050;1;T;20170101;99990101;RECH;11010;0;10;10000;K;20171231
AAA;673050;1;T;19000101;99990101;RECH;11010;0;10;10000;L;20181231
AAA;673167;1;V;20130101;99990101;NATU;10520;1;14;1000;K;20171231
AAA;673167;1;T;19000101;99990101;NATU;10520;1;16;1000;L;20181231
AAA;673768;1;V;19990101;99990101;NATU;10620;0;13;10000;V;20171231
AAA;673768;1;V;19000101;99990101;NATU;10620;0;13;10000;V;20181231
AAA;674;1;T;20040101;99990101;ECON;11010;0;10;10000;K;20191231
AAA;674;1;T;19000101;99990101;RECH;11010;0;10;10000;K;20201231
AAA;674106;1;T;19000101;99990101;DIV;20110;0;7;10000;K;20181231
AAA;674240;1;V;20150101;99990101;DIV;100440;0;7;3600;V;20171231
AAA;674240;1;V;19000101;99990101;DIV;100440;0;7;3600;V;20181231
AAA;674358;1;V;20170101;99990101;DIV;10520;1;15;10000;V;20171231
AAA;674358;1;V;19000101;99990101;NATU;10520;1;15;10000;V;20181231
AAA;674850;1;V;20170101;99990101;DIV;30830;0;6;4500;V;20171231
AAA;674850;1;V;19000101;99990101;DIV;30830;0;6;4500;V;20181231
AAA;675;1;V;20040101;99990101;ECON;10940;0;10;7000;V;20191231
AAA;675;1;V;19000101;99990101;DIV;30440;0;11;9500;V;20201231
AAA;675529;1;V;20140101;99990101;DIV;30440;0;11;10000;V;20171231
AAA;675529;1;V;19000101;99990101;DIV;30440;0;11;10000;V;20181231
AAA;675725;1;V;20150101;99990101;G&M;10830;0;11;10000;V;20171231
AAA;675725;1;V;19000101;99990101;G&M;10830;0;11;10000;V;20181231
AAA;675951;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;675951;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;676;1;V;20040101;99990101;ECON;10920;0;12;4000;V;20191231
AAA;676;1;T;19000101;99990101;ECON;10840;0;10;2000;K;20201231
AAA;676134;1;V;19000101;99990101;DIV;60810;0;10;10000;V;20181231
AAA;676178;1;V;20040101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;676178;1;T;19000101;99990101;T&C;10520;0;13;0;T;20181231
AAA;676178;1;V;19000101;99990101;T&C;10620;0;13;10000;V;20181231
AAA;676293;1;V;19990101;99990101;G&M;21020;0;9;8000;V;20171231
AAA;676293;1;V;19000101;99990101;G&M;21020;0;9;8000;V;20181231
AAA;676462;1;T;19000101;99990101;ECON;990900;0;99;2500;K;20181231
AAA;676560;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;676560;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;676768;1;V;20020101;99990101;NATU;21020;0;9;9000;V;20171231
AAA;676768;1;V;19000101;99990101;NATU;30720;0;9;9000;V;20181231
AAA;676863;1;T;19000101;99990101;G&M;10840;0;10;7000;T;20171231
AAA;676863;1;T;19000101;99990101;G&M;10830;0;10;7000;K;20181231
AAA;677;1;V;20040101;99990101;DIV;40210;0;12;10000;V;20191231
AAA;677;1;V;19000101;99990101;RECH;22130;0;11;10000;V;20201231
AAA;677014;1;V;20100101;99990101;DIV;50520;0;11;10000;V;20171231
AAA;677014;1;V;19000101;99990101;DIV;50510;0;11;10000;V;20181231
AAA;677131;1;V;20160101;99990101;DIV;70920;0;10;10000;V;20171231
AAA;677131;1;V;19000101;99990101;DIV;70920;0;10;10000;V;20181231
AAA;677171;1;T;19000101;99990101;G&M;10520;0;16;800;K;20181231
AAA;677234;1;V;20090101;99990101;ECON;100220;0;8;6000;V;20171231
AAA;677234;1;V;19000101;99990101;ECON;100220;0;8;6000;V;20181231
AAA;677364;1;V;20030101;99990101;G&M;21330;0;9;8000;V;20171231
AAA;677364;1;V;19000101;99990101;G&M;21330;0;9;8000;V;20181231
AAA;678;1;T;20040101;99990101;RECH;10940;0;10;10000;K;20191231
AAA;678;1;V;19000101;99990101;DIV;60820;0;9;10000;V;20201231
AAA;678062;1;T;20170101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;678062;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;678188;1;V;19000101;99990101;RECH;10720;0;11;10000;V;20181231
AAA;678357;1;T;20150101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;678357;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;678524;1;V;20020101;99990101;ECON;10620;0;14;10000;V;20171231
AAA;678524;1;V;19000101;99990101;ECON;10620;0;14;10000;V;20181231
AAA;678547;1;T;20130101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;67856;1;V;20090101;99990101;ECON;100230;0;7;4000;V;20171231
AAA;67856;1;V;19000101;99990101;ECON;100230;0;7;4000;V;20181231
AAA;678662;1;V;20160101;99990101;ECON;100230;0;7;6000;V;20171231
AAA;678662;1;V;19000101;99990101;ECON;100230;0;7;6000;V;20181231
AAA;678957;1;V;19990101;99990101;DIV;30830;0;6;6000;V;20171231
AAA;678957;1;V;19000101;99990101;DIV;30830;0;6;6000;V;20181231
AAA;679;1;T;20040101;99990101;G&M;21030;0;8;10000;K;20191231
AAA;679;1;V;19000101;99990101;NATU;10920;0;12;10000;V;20201231
AAA;679215;1;V;20010101;99990101;ECON;21030;0;8;4000;V;20171231
AAA;679215;1;V;19000101;99990101;ECON;21030;0;8;4000;V;20181231
AAA;679240;1;V;20120101;99990101;DIV;90120;0;12;8000;V;20171231
AAA;679240;1;V;19000101;99990101;DIV;90120;0;12;8000;V;20181231
AAA;679259;2;V;19990101;99990101;RECH;10520;1;16;2000;V;20171231
AAA;679259;1;V;19990101;99990101;RECH;10620;0;13;8000;V;20171231
AAA;679259;1;T;19000101;99990101;RECH;10520;0;16;2000;L;20181231
AAA;679259;1;V;19000101;99990101;RECH;10620;0;13;8000;V;20181231
AAA;679598;1;T;20140101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;679598;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;679610;1;V;20140101;99990101;DIV;30230;0;4;10000;V;20171231
AAA;679610;1;V;19000101;99990101;DIV;30230;0;4;10000;V;20181231
AAA;679887;1;T;20130101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;68;1;V;20040101;99990101;RECH;10710;0;12;3000;V;20191231
AAA;68;1;V;19000101;99990101;NATU;100230;0;8;8000;V;20201231
AAA;680;1;V;20040101;99990101;G&M;100220;0;8;8000;V;20191231
AAA;680;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20201231
AAA;680057;1;T;19000101;99990101;NATU;10840;0;10;10000;K;20181231
AAA;680218;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;68022;1;T;19000101;99990101;ECON;30230;0;99;2000;K;20181231
AAA;680314;1;T;20160101;99990101;RECH;51710;0;10;2500;K;20171231
AAA;680446;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;680446;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;680488;1;V;20130101;99990101;RECH;70930;0;8;8000;V;20171231
AAA;680488;1;T;19000101;99990101;RECH;70930;0;8;2000;T;20181231
AAA;680488;1;V;19000101;99990101;DIV;70920;0;9;6000;V;20181231
AAA;681;1;T;20040101;99990101;G&M;70910;0;7;8400;K;20191231
AAA;681;1;V;19000101;99990101;DIV;90320;0;11;8000;V;20201231
AAA;681310;1;V;19990101;99990101;DIV;20240;0;8;10000;V;20171231
AAA;681310;1;V;19000101;99990101;DIV;20240;0;8;10000;V;20181231
AAA;681671;1;T;20140101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;681671;1;T;19000101;99990101;G&M;10840;0;10;6000;L;20181231
AAA;681758;1;T;19000101;99990101;G&M;10940;0;10;8000;K;20181231
